,Alemão,Português
1379,statt,ao invés de
1380,übernehmen,levar
1381,gegend,área
1382,wald,floresta
1383,al,ao
1384,la,a
1385,nimmst,levar
1386,danny,danny
1387,erkennen,descobrir
1388,glas,Copo
1389,falsche,falso
1390,verantwortlich,responsável
1391,jesus,Jesus
1392,stöhnt,gemidos
1393,herein,aqui em
1394,kleid,vestido
1395,zerstören,destruir
1396,jawohl,sim senhor
1397,london,Londres
1398,gegessen,comido
1399,abendessen,jantar
1400,gesetz,lei
1401,gemeinsam,juntos
1402,geholfen,ajudou
1403,erster,primeiro
1404,wohnt,vidas
1405,schritt,degrau
1406,guck,pio
1407,nahe,Perto
1408,aussieht,visual
1409,beginnen,para iniciar
1410,dachten,pensamento
1411,band,banda
1412,ungefähr,aproximadamente
1413,aufgabe,tarefa
1414,neun,nove
1415,furchtbar,horrível
1416,drinnen,dentro de casa
1417,zuvor,antes
1418,charles,charles
1419,freue,olhar
1420,amerika,América
1421,übrig,deixou
1422,spur,esporão
1423,falschen,falso
1424,sergeant,sargento
1425,melden,Relatório
1426,helfe,ajuda
1427,werfen,lançar
1428,bill,cobrar
1429,haltet,acho
1430,erinnert,lembrar
1431,hängt,trava
1432,freude,alegria
1433,ehemann,esposo
1434,erschossen,tomada
1435,verzeihen,perdoar
1436,schwein,porco
1437,uh,Uh
1438,monster,monstro
1439,entschieden,decidido
1440,mission,missão
1441,verdammten,condenado
1442,brauch,personalizadas
1443,gewusst,conhecer
1444,vorne,à frente
1445,stopp,Pare
1446,übel,mal
1447,schlampe,cadela
1448,schöner,Mais bonito
1449,adresse,Morada
1450,unsinn,Absurdo
1451,messer,faca
1452,gesund,saudável
1453,respekt,respeito
1454,pro,pra
1455,leisten,Proporcionar
1456,davor,antes
1457,richard,richard
1458,bedeuten,significar
1459,ball,bola
1460,mitnehmen,levar
1461,gespielt,reproduziu
1462,to,para
1463,schwierigkeiten,dificuldade
1464,hälfte,metade
1465,kannte,sabia
1466,stehe,sou
1467,maria,maria
1468,planeten,planeta
1469,schwanger,grávida
1470,gruppe,grupo
1471,anna,anna
1472,verhaftet,preso
1473,deal,lidar
1474,seines,seu
1475,irgendwelche,nenhum
1476,händen,mãos
1477,versteht,Entendido
1478,drehen,rotate
1479,eis,gelo
1480,danken,agradecer
1481,erfolg,sucesso
1482,zufrieden,satisfeito
1483,schließen,desligar
1484,besorgen,para obter
1485,wochenende,final de semana
1486,worüber,sobre o que
1487,stimmen,esteja certo
1488,nehmt,levar
1489,martin,martin
1490,m,m
1491,witze,brincadeira
1492,beine,pernas
1493,verbrechen,crime
1494,bericht,mensagem
1495,nachts,à noite
1496,eurer,Sua
1497,prinzessin,Princesa
1498,schmerz,dor
1499,klingelt,argolas
1500,position,posição
1501,echte,real
1502,gleichen,igual
1503,fernsehen,assistir TV
1504,wünsche,Desejos
1505,schließlich,no fim
1506,gefangen,capturada
1507,schätzchen,bebê
1508,seh,seh
1509,schwierig,difícil
1510,angebot,oferta
1511,nah,Nós vamos
1512,jane,jane
1513,gewartet,esperou
1514,kümmert,cuida
1515,ring,anel
1516,rennen,corre
1517,lied,mentiu
1518,eier,proprietário
1519,welchen,que
1520,sorry,Desculpe
1521,fantastisch,fantástico
1522,schaut,visual
1523,hielt,mantido
1524,falle,casos
1525,drink,bebida
1526,insel,ilha
1527,dauern,último
1528,daher,Portanto
1529,zufällig,coincidentemente
1530,dorf,Vila
1531,clark,clark
1532,bewegt,emocional
1533,mitten,no meio
1534,bullen,policiais
1535,feind,inimigo
1536,einverstanden,Eu concordo
1537,neuer,novo
1538,bauen,construir
1539,trägt,vestindo
1540,hängen,pendurar
1541,freunden,amigos
1542,deren,deles
1543,halb,metade
1544,verpasst,perdido
1545,sprach,falou
1546,leise,silenciosamente
1547,armen,pobre
1548,wusstest,sabia
1549,fanden,encontrado
1550,unternehmen,empresas
1551,träume,sonhos
1552,schläft,está dormindo
1553,kostet,custos
1554,spiele,jogos
1555,unseres,nosso
1556,entlang,ao longo
1557,johnny,johnny
1558,versprechen,promessa
1559,tiere,animais
1560,freiheit,liberdade
1561,verdienen,ganhar
1562,aha,Sim
1563,unterhalten,conversar
1564,eingeladen,convidamos
1565,schaden,dano
1566,genannt,chamado
1567,beenden,rompimento
1568,ray,raio
1569,geändert,mudado
1570,thomas,thomas
1571,lächerlich,ridículo
1572,geschlagen,espancado
1573,park,Parque
1574,schätzen,estimativa
1575,männern,homens
1576,t,t
1577,beginnt,começa
1578,ehren,à honra
1579,größte,o melhor
1580,energie,energia
1581,fleisch,carne
1582,besonderes,especial
1583,besteht,consiste
1584,reichen,passar
1585,robert,robert
1586,zeitung,jornal
1587,worum,sobre o que
1588,nachgedacht,pensamento
1589,betrunken,bêbado
1590,sowas,como isso
1591,patienten,paciente
1592,gespräch,conversação
1593,leiden,liderar
1594,taxi,Táxi
1595,tötet,matando
1596,see,Vejo
1597,unterschied,diferença
1598,wind,vento
1599,singt,canta
1600,schreien,gritar
1601,daniel,daniel
1602,sahen,Serra
1603,wand,parede
1604,bus,ônibus
1605,lhre,lhre
1606,angriff,ataque
1607,verhalten,comportamento
1608,loch,buraco
1609,interesse,interesse
1610,treten,dar um passo
1611,quatsch,Absurdo
1612,trifft,atende
1613,polizist,policial
1614,blumen,flores
1615,neuigkeiten,notícia
1616,bringst,trazer
1617,flasche,garrafa
1618,rief,chorou
1619,schuss,tomada
1620,fassen,levar
1621,meer,Lago
1622,konntest,poderia
1623,schafft,cria
1624,maschine,máquina
1625,spreche,falar
1626,bein,bein
1627,eddie,Eddie
1628,bekommst,obter
1629,verbringen,gasta
1630,bücher,livros
1631,blöd,estúpido
1632,frühstück,café da manhã
1633,tommy,tommy
1634,meter,metro
1635,bilder,imagens
1636,aufpassen,atenção
1637,claire,claire
1638,dessen,de quem
1639,muß,ter que
1640,freuen,ansioso
1641,engel,obstáculo
1642,offenbar,pelo visto
1643,gelegenheit,oportunidade
1644,fang,presa
1645,lüge,mentira
1646,ohren,ouvidos
1647,au,no
1648,angetan,feito
1649,beeil,beeil
1650,brechen,intervalo
1651,brüder,irmãos
1652,zeitpunkt,Tempo
1653,keinem,nenhum
1654,ecke,canto
1655,brücke,Ponte
1656,druck,imprimir
1657,mitgebracht,trouxeram
1658,seufzt,suspiros
1659,date,encontro
1660,haufen,montão
1661,oma,seu
1662,auftrag,atribuição
1663,leer,leitura
1664,entkommen,escapar
1665,bobby,policial
1666,weißen,Branco
1667,lösung,solução
1668,wart,valor
1669,pause,pausa
1670,irre,louco
1671,gestellt,posou
1672,keller,keller
1673,gebrochen,Quebrado
1674,weinen,chorar
1675,nutzen,usar
1676,wünschen,desejar
1677,fragt,frete
1678,maul,boca
1679,verantwortung,responsabilidade
1680,schloss,trancar
1681,hut,cabana
1682,lächeln,sorrir
1683,ryan,ryan
1684,red,vermelho
1685,grad,cidade
1686,zweiten,segundo
1687,hinaus,Fora
1688,mitkommen,venha comigo
1689,vorhin,mais cedo
1690,fahrt,jornada
1691,gemeint,significou
1692,ernsthaft,a sério
1693,gebaut,construído
1694,bombe,bombear
1695,hasst,ódios
1696,versteh,Compreendo
1697,kosten,custos
1698,zeige,mostrar
1699,traf,acertar
1700,eigenes,ter
1701,haar,sua
1702,fragte,Perguntou
1703,jason,jason
1704,operation,Operação
1705,befehle,comandos
1706,schmerzen,dor
1707,erklärt,explicado
1708,steve,steve
1709,dach,"topo, telhado"
1710,folge,episódio
1711,gelaufen,correu
1712,schwarze,Preto
1713,dankbar,grato
1714,gehirn,cérebro
1715,töte,mate
1716,mädels,garotas
1717,mut,mut
1718,heilige,santo
1719,laura,laura
1720,tier,nível
1721,system,sistema
1722,mannes,cara
1723,wahnsinn,loucura
1724,nee,Não
1725,rose,Rosa
1726,club,clube
1727,geschlossen,fechado
1728,hintern,bumbum
1729,is,é
1730,thema,tema
1731,fiel,caiu
1732,gehalten,mantido
1733,dorthin,lá
1734,urlaub,período de férias
1735,steig,calçada
1736,vorwärts,frente
1737,überprüfen,Verifica
1738,besseres,Melhor
1739,beweis,prova
1740,baum,árvore
1741,gebt,dar
1742,funktionieren,função
1743,anscheinend,pelo visto
1744,lehrer,professora
1745,hoffen,ter esperança
1746,bessere,Melhor
1747,isst,come
1748,nachmittag,tarde
1749,nem,não
1750,risiko,risco
1751,chuck,mandril
1752,knast,que bate com violência
1753,entschuldigt,pede desculpas
1754,gilt,aplica
1755,held,mantido
1756,daraus,a partir desse
1757,erstes,primeiro
1758,fräulein,jovem
1759,rachel,Rachel
1760,prima,antes
1761,brauchte,precisava
1762,gewalt,violência
1763,dean,reitor
1764,liebes,querido
1765,schaffst,gerir
1766,nachdenken,acho
1767,tor,meta
1768,erfahrung,Experiência
1769,pläne,planos
1770,jagen,caçar
1771,katze,gato
1772,runde,Redondo
1773,deutsche,alemão
1774,schwanz,rabo
1775,taten,acontecimentos
1776,lord,senhor
1777,dringend,urgente
1778,commander,comandante
1779,großvater,Vô
1780,sommer,verão
1781,gezeigt,mostrando
1782,hinterlassen,sair
1783,gewissen,consciência
1784,getrunken,bêbado
1785,wahre,real
1786,luke,Lucas
1787,kunden,Clientes
1788,kate,kate
1789,zeugen,testemunhar
1790,geplant,planejado
1791,amanda,amanda
1792,erreicht,alcançado
1793,stören,perturbar
1794,stein,pedra
1795,atmen,respirar
1796,hose,Mangueira
1797,weiße,Branco
1798,sprichst,falar
1799,größer,maior
1800,schickt,envia
1801,city,cidade
1802,prinz,Principe
1803,behandelt,tratado
1804,tote,carregar
1805,überlegen,acho
1806,karten,cartões
1807,it,isto
1808,d,d
1809,restaurant,restaurante
1810,welchem,em que
1811,roger,roger
1812,natur,natureza
1813,carter,carreteiro
1814,emily,Emily
1815,mami,mami
1816,verschwindet,desaparece
1817,lautet,lê
1818,streit,argumento
1819,küssen,beijo
1820,sprich,falar
1821,längst,a muito tempo atrás
1822,fängt,capturas
1823,drüber,sobre isso
1824,gingen,costumava ir
1825,erlaubt,permitido
1826,einzigen,solteiro
1827,bad,mau
1828,schmeckt,gostos
1829,kugel,Bala
1830,normalerweise,usualmente
1831,schwarzen,Preto
1832,rauf,Rauf
1833,flug,voar
1834,beruhigen,acalmar
1835,walter,walter
1836,halbe,metade
1837,dan,e
1838,geschieht,acontece
1839,einiges,alguns
1840,entdeckt,descoberto
1841,morgens,De manhã
1842,schlechter,pior
1843,vollkommen,completamente
1844,gelogen,mentiu
1845,verfolgt,monitorados
1846,college,Faculdade
1847,weiteren,mais
1848,chris,chris
1849,louis,Louis
1850,eh,Eh
1851,schwert,espada
1852,hunde,cães
1853,steigen,escalar
1854,verdammter,maldito
1855,dürfte,poderia
1856,riecht,cheiros
1857,labor,trabalho
1858,bat,1
1859,tim,tim
1860,arthur,Arthur
1861,mindestens,pelo menos
1862,fisch,peixe
1863,eurem,seu
1864,füße,pés
1865,stehst,de pé
1866,erschießen,mortos shoot
1867,kuchen,bolo
1868,versuchte,tentou
1869,zustand,Status
1870,wunsch,desejar
1871,gäste,Convidados
1872,erwähnt,mencionado
1873,farbe,cor
1874,van,a partir de
1875,einigen,alguns
1876,zufall,coincidência
1877,garten,Jardim
1878,junger,mais jovem
1879,autos,carros
1880,abgesehen,separado
1881,fair,feira
1882,vertraut,familiar
1883,koffer,mala de viagem
1884,hieß,foi chamado
1885,kurs,curso
1886,wirkt,atos
1887,idioten,idiota
1888,netter,noites
1889,seitdem,Desde a
1890,angegriffen,atacado
1891,geschichten,histórias
1892,wahnsinnig,insano
1893,ähnlich,semelhante
1894,lily,lírio
1895,aufgeben,desistir
1896,england,Inglaterra
1897,entführt,seqüestrado
1898,ms.,em.
1899,mistkerl,mistkerl
1900,solchen,tal
1901,ner,baixa
1902,geschossen,tomada
1903,lager,armazenar
1904,besprechen,discutir
1905,reihe,linha
1906,polizisten,policiais
1907,vogel,pássaro
1908,legt,puts
1909,strand,praia
1910,amerikaner,americano
1911,schwarz,Preto
1912,fern,feto
1913,fick,pegou
1914,scherz,Piada
1915,san,san
1916,erzählte,contou
1917,wichser,punheteiro
1918,jake,jake
1919,langweilig,entediante
1920,womit,pelo qual
1921,geschäfte,empresas
1922,my,minha
1923,kapiert,Entendi
1924,nachher,mais tarde
1925,verlangt,exige
1926,schlägt,batidas
1927,überzeugt,convencido
1928,irgendjemand,qualquer um
1929,rot,vermelho
1930,soldat,soldado
1931,vorbereitet,preparado
1932,geschah,ocorrido
1933,reisen,viajar
1934,termin,prazo
1935,gang,Tempo
1936,stehlen,roubar
1937,rechte,direita
1938,rache,vingança
1939,bemerkt,percebido
1940,frankreich,França
1941,stört,distúrbios
1942,radio,rádio
1943,beruhige,acalmar
1944,pferde,cavalos
1945,vertrag,contrato
1946,arbeitest,trabalhar
1947,dienst,mudança
1948,zählt,contagem
1949,fragst,perguntar
1950,wesen,ser
1951,bürgermeister,prefeito
1952,emma,emma
1953,fluss,Rio
1954,woran,pelo qual
1955,geblieben,permaneceu
1956,durcheinander,confuso
1957,me,mim
1958,ted,ted
1959,nette,Claro
1960,test,teste
1961,mister,senhor
1962,dadurch,deste modo
1963,direktor,diretor
1964,wichtiger,mais importante
1965,kevin,kevin
1966,scott,scott
1967,karriere,Carreira
1968,akte,certificado
1969,erinnerung,memória
1970,großmutter,avó
1971,erzähle,contar
1972,lösen,resolver
1973,bravo,bravo
1974,griff,Lidar
1975,verfolgen,Segue
1976,zweifel,dúvida
1977,such,tal
1978,sprache,língua
1979,nerven,"aborrecer, incomodar"
1980,officer,Policial
1981,andy,andy
1982,langer,mais tempo
1983,ziehe,puxar
1984,entlassen,liberar
1985,zweimal,duas vezes
1986,abholen,pegar
1987,washington,washington
1988,kollegen,colegas
1989,doc,doutor
1990,fass,barril
1991,szene,cena
1992,robin,robin
1993,scheinen,parece ser
1994,bösen,mau
1995,schaffe,Criar
1996,pflicht,obrigatoriedade
1997,wache,guarda
1998,neulich,recentemente
1999,beeilen,pressa
2000,knie,joelho
2001,alice,alice
2002,lauter,aumentar o volume
2003,spannende,emocionante
2004,unschuldig,inocente
2005,folgt,segue
2006,schutz,proteção
2007,weshalb,porque
2008,geheiratet,casou-se
2009,woanders,Em outro lugar
2010,wurdest,estavas
2011,kuss,beijo
2012,verhindern,evitar
2013,erklärung,Explicação
2014,video,vídeo
2015,rom,quarto
2016,klug,Inteligente
2017,kräfte,pessoal
2018,verlangen,desejo
2019,außerhalb,fora
2020,opa,Vô
2021,selbstverständlich,É claro
2022,aufstehen,ficar de pé
2023,hassen,odiar
2024,pete,pete
2025,gebrauchen,usar
2026,geglaubt,acreditava
2027,milch,leite
2028,trink,bebendo
2029,gefeuert,despedido
2030,erinnerungen,recordações
2031,müssten,seria
2032,suchst,olhando
2033,fährst,estão indo
2034,kochen,cozinheiro
2035,schwach,fraco
2036,schreibt,escreve
2037,schulden,dever
2038,hinein,no
2039,simon,simon
2040,grenze,fronteira
2041,braut,noiva
2042,gebraucht,usado
2043,peinlich,embaraçoso
2044,klappt,dobras
2045,geheimnisse,segredos
2046,joey,joey
2047,aufmerksamkeit,atenção
2048,form,Formato
2049,umsonst,de graça
2050,kennenzulernen,conhecer
2051,überlebt,sobreviveram
2052,nirgendwo,lugar algum
2053,meilen,milhas
2054,einfacher,mais fácil
2055,blöde,estúpido
2056,mond,boca
2057,ergibt,resultados
2058,daten,Dados
2059,merken,marcas
2060,schande,vergonha
2061,fuck,Porra
2062,fühlte,sentiu
2063,jenny,Jenny
2064,sieg,vitória
2065,satt,sentado
2066,blödsinn,Absurdo
2067,adam,Adão
2068,lisa,mais
2069,pfund,Libra
2070,handeln,ato
2071,lois,leis
2072,enden,terminar
2073,warm,caloroso
2074,raten,adivinhar
2075,übersetzung,tradução
2076,kunst,arte
2077,kapitän,capitão
2078,desto,mais
2079,einsatz,comprometimento
2080,schweigen,Permaneça em silencio
2081,krankheit,doença
2082,toller,excelente
2083,schatten,sombra
2084,wachen,Assistir
2085,tatsache,facto
2086,eric,eric
2087,stock,estoque
2088,chief,chefe
2089,hingehen,vá em frente
2090,verboten,proibido
2091,gäbe,seria
2092,anzug,Traje
2093,leichen,cadáveres
2094,high,Alto
2095,beendet,concluído
2096,freitag,sexta-feira
2097,million,milhão
2098,verflucht,amaldiçoado
2099,dunkel,Sombrio
2100,geb,dar
2101,enttäuscht,desapontado
2102,klopfen,bater
2103,spuren,vestígios
2104,dreck,sujeira
2105,seiten,Páginas
2106,mühe,esforço
2107,gezogen,retirou
2108,brian,brian
2109,kontrollieren,Verifica
2110,knochen,osso
2111,schick,gostar
2112,getrennt,Cortar
2113,programm,programa
2114,grab,pegar
2115,ebenso,também
2116,trage,atirar
2117,nachbarn,vizinhos
2118,bieten,Oferta
2119,bestes,melhor
2120,elizabeth,elizabeth
2121,fuhr,dirigiu
2122,verlässt,folhas
2123,freundlich,amigáveis
2124,dennoch,ainda
2125,rauchen,fumaça
2126,dick,pênis
2127,stuhl,cadeira
2128,dreh,torção
2129,bester,melhor
2130,schicke,chique
2131,vergeben,perdoar
2132,ausgehen,sair
2133,behandeln,tratar
2134,trotz,Apesar de
2135,gast,convidado
2136,ändert,mudança
2137,passierte,ocorrido
2138,toilette,toalete
2139,annehmen,aceitar
2140,herzlichen,caloroso
2141,hexe,bruxa
2142,erwachsen,adulto
2143,jerry,jerry
2144,pistole,pistola
2145,saß,sentado
2146,dreht,gira
2147,aussage,demonstração
2148,liebte,amavam
2149,street,rua
2150,genießen,aproveitar
2151,eifersüchtig,com ciumes
2152,derjenige,único
2153,teuer,caro
2154,leo,Leão
2155,zähne,dentes
2156,beobachtet,observado
2157,gentlemen,cavalheiros
2158,wählen,escolher
2159,helft,metade
2160,fliegt,moscas
2161,theater,Teatro
2162,regen,chuva
2163,feinde,inimigos
2164,william,William
2165,erlauben,permitir
2166,zulassen,permitir
2167,schnappen,pegar
2168,komplett,completo
2169,panik,pânico
2170,flughafen,Aeroporto
2171,bewusst,deliberadamente
2172,deutschen,alemão
2173,voraus,à frente
2174,sterbe,morrer
2175,solltet,deve
2176,begleiten,acompanhar
2177,einander,uns aos outros
2178,fred,fred
2179,erlebt,com experiência
2180,weiterhin,Mais
2181,stärker,mais forte
2182,fahrer,motorista
2183,konzentrieren,foco
2184,streiten,lutar
2185,angeht,Quanto a
2186,selben,o mesmo
2187,star,Estrela
2188,überzeugen,convencer
2189,alkohol,álcool
2190,übersetzt,traduzidos
2191,verrückte,louco
2192,lch,p
2193,king,Rei
2194,begann,começado
2195,angenommen,aceitaram
2196,weitermachen,continue
2197,echter,Contudo
2198,jackson,jackson
2199,post,publicar
2200,mitgenommen,tomou
2201,botschaft,Embaixada
2202,ideen,Ideias
2203,fehlen,ausência
2204,aufgeregt,animado
2205,selbstmord,Suicídio
2206,dumme,estúpido
2207,zurückkommen,Volte
2208,irgendein,nenhum
2209,magie,Magia
2210,phil,phil
2211,schlage,sugerir
2212,handelt,Esses
2213,treffe,acertar
2214,untersuchen,investigar
2215,flucht,voar
2216,verliert,perde
2217,irgendeine,nenhum
2218,gegenteil,oposto
2219,betrifft,preocupações
2220,scharf,afiado
2221,gehofft,esperado
2222,kennengelernt,conheceu
2223,schlimmste,pior
2224,projekt,Projeto
2225,trottel,empurrão
2226,immerhin,depois de tudo
2227,mehrere,vários
2228,erwarte,Espero
2229,mochte,gostaria de
2230,schwimmen,nadar
2231,zählen,contagem
2232,innerhalb,dentro de
2233,matt,mate
2234,blind,cego
2235,schwestern,irmãs
2236,code,código
2237,alan,domínio
2238,schlau,esperto
2239,absicht,intenção
2240,barry,Barry
2241,spielst,Toque
2242,zuletzt,último
2243,oliver,oliver
2244,art.,arte.
2245,englisch,inglês
2246,ohr,orelha
2247,verletzen,violar
2248,song,música
2249,schüler,aluna
2250,schien,apareceu
2251,gewinnt,ganhando
2252,älter,Mais velho
2253,merkwürdig,estranho
2254,judy,judy
2255,vermisse,senhorita
2256,größe,Tamanho
2257,tritt,ocorre
2258,trauen,Confiar em
2259,präsidenten,Presidente
2260,trick,truque
2261,harvey,Harvey
2262,doug,Doug
2263,roten,avermelhar
2264,überlegt,considerado
2265,größten,o maior
2266,sonntag,domingo
2267,zwölf,doze
2268,vorstellung,ideia
2269,schrieb,escreveu
2270,reinkommen,entre
2271,killer,assassino
2272,unterstützung,"Apoio, suporte"
2273,antun,Antun
2274,rechnung,fatura
2275,dieselbe,o mesmo
2276,verändern,mudança
2277,möglicherweise,possivelmente
2278,definitiv,com certeza
2279,locker,armário
2280,ed,e
2281,vincent,vincent
2282,ums,assassinado
2283,abends,à noite
2284,frisch,fresco
2285,kohle,carvão
2286,fing,começado
2287,hure,prostituta
2288,cousin,primo
2289,familien,familys
2290,einsam,sozinho
2291,lebendig,vivaz
2292,heiligen,reverenciar
2293,knapp,apenas
2294,ebenfalls,da mesma maneira
2295,überprüft,verificado
2296,artikel,Itens
2297,gesetzt,definir
2298,jederzeit,a qualquer momento
2299,kompliziert,complicado
2300,spüren,sentir
2301,signal,sinal
2302,amy,amy
2303,stich,Picada
2304,kino,quina
2305,probieren,tentar
2306,tode,Mortes
2307,wundervoll,Maravilhoso
2308,tanz,dança
2309,geöffnet,abrir
2310,kerle,caras
2311,begraben,enterrar
2312,prozent,por cento
2313,stoppen,Pare
2314,hoheit,alteza
2315,riesen,Giants
2316,rote,vermelho
2317,zugang,Acesso
2318,liest,leitura
