Alemão,de-pt,Polonês,pl-pt
zeig,mostrar,charlie,charlie
team,equipe,zamiast,em vez de
general,em geral,trzymać,guarda
mike,Mike,musicie,você tem
aufs,para,czuje,sente
york,Iorque,gówno,merda
vorher,anteriormente,trzech,três
schluss,O suficiente,rady,Conselho
schneller,mais rapidamente,dowiedzieć,aprender
liebt,O amor é,jakaś,alguns
verdient,merecido,obiecuję,eu prometo
mögen,gostar,osób,pessoas
meisten,maioria,niestety,Infelizmente
denk,pensamento,zadzwonić,chamar
umgebracht,assassinado,samochodu,carro
perfekt,Perfeito,czekać,esperar
versprochen,prometido,zatem,Portanto
handy,Móvel,jakim,o que
hinten,atras do,miało,deveria
monate,meses,piękna,beleza
erinnere,lembrar,oraz,e
acht,oito,zostań,Tornar-se
arbeitet,está funcionando,rany,ferimentos
fallen,outono,jedziemy,nós dirigimos
rufe,chamar,dasz,você dá
nötig,necessário,kraju,país
a,uma,zrobiłam,eu fiz
mord,assassinato,zostawić,sair
heraus,Fora,historia,história
tages,dia,mimo,Apesar de
unmöglich,impossível,zobacz,Vejo
liebling,querido,głupi,estúpido
charlie,charlie,nowym,novo
tatsächlich,na verdade,faceta,cara
folgen,consequências,dawno,muito tempo atras
bitten,perguntar,pokazać,mostrar
behalten,manter,widzenia,visualizar
nähe,vizinhança,rodzinę,família
arbeite,trabalhando,obok,ao lado de
joe,joe,jednej,1
verdammte,condenado,powie,contar
plötzlich,De repente,sami,eles mesmos
lebens,vida,przykład,exemplo
hole,obter,tygodniu,semana
tisch,tabela,chciałeś,você queria
michael,Michael,dłużej,mais tempo
hörte,ouvi,ruszaj,vai
jemals,sempre,oboje,Ambas
liegen,mentira,dół,fundo
verkaufen,vender,najlepszy,melhor
gefährlich,perigoso,wróci,Retorna
anfangen,começar,odkąd,Desde a
bekommt,fica,musiała,Ele tinha
machte,fez,zabawne,engraçado
ha,ha,górę,acima
hotel,hotel,frank,franco
hilft,ajuda,łatwo,facilmente
werdet,vontade,uważam,Eu considero
meister,mestre,będziecie,você irá
kampf,luta,wieku,século
antwort,responda,mówiła,ela disse
konnten,poderia,joe,joe
geschickt,inteligentemente,synu,filho
jedem,cada,chłopcy,Rapazes
obwohl,Apesar de,złego,mau
sieben,Sete,niczym,gostar
komisch,engraçado,męża,esposo
gewinnen,ganhar,sporo,bastante
ihres,deles,popatrz,olhar
bezahlt,pago,inni,outros
you,vocês,szefie,patrão
voller,cheio de,środka,agente
unterwegs,na estrada,znaleźliśmy,nós achamos
dumm,estúpido,samym,a
ärger,dificuldade,pewnego,alguns
bild,imagem,pracuję,trabalhando
george,George,panno,Senhorita
neu,Novo,zajmę,cuidar
bezahlen,pagar,zamierzam,eu vou
dagegen,por outro lado,istnieje,lá
seien,estamos,uważasz,você pensa
starb,morreu,okazji,oportunidade
tom,Tom,moment,momento
monaten,meses,takiej,a
leiche,cadáver,spróbuj,tentar
niemanden,qualquer um,znajdziemy,nós achamos
auge,olho,osobą,pessoa
arschloch,Idiota,nikomu,qualquer um
verheiratet,casado,kupić,Comprar
peter,Pedro,sześć,seis
zieh,puxar,gość,convidado
nimmt,leva,niby,tipo de
gerettet,resgatado,spróbować,gosto
agent,agente,póki,enquanto
traum,Sonhe,cicho,silenciosamente
entscheidung,decisão,zła,mau
schlimmer,pior,jakiegoś,alguns
regeln,regular,uh,Uh
fenster,janela,wezmę,vou tomar
fangen,pegar,walczyć,lutar
fort,sobre,wiadomości,mensagens
ständig,constantemente,prawdziwe,real
findest,achar,niedługo,em breve
gefahr,perigo,ciągu,dentro de
absolut,absolutamente,żonę,esposa
mary,Mary,tom,volume
augenblick,momento,fbi,fbi
bescheid,decisão,boję,Eu estou assustado
rum,rum,strasznie,muito
gedanken,pensamentos,wasze,Sua
werd,expectante,historii,história
ziel,alvo,dziewczyną,garota
benutzt,usava,powinna,Ela deveria
bewegung,Jogada,nowa,novo
jemandem,alguém,wrócił,ele voltou
wünschte,desejar,mężczyzna,cara
worte,Worte,gotowi,pronto
kamen,veio,głos,voz
welcher,qual deles,około,cerca de
zahlen,números,boli,isso dói
anfang,Começo,zwykle,usualmente
legen,colocar,następnym,Próximo
erinnerst,lembrar,powodzenia,Boa sorte
anwalt,advogado,słyszałeś,você ouviu
fahr,dirigindo,widać,pode ser visto
sitzt,sentado,bracie,irmão
hilf,ajuda,kocha,amar
offen,abrir,pewnością,certamente
schönen,bonito,leci,moscas
monsieur,monsieur,znajdę,eu encontrarei
müsste,deve,zająć,lebre
arme,pobre,zadzwonię,chamar
bier,Cerveja,szczerze,Atenciosamente
fürs,pra,dzieckiem,bebê
partner,parceiro,najlepsze,melhor
klein,pequena,korekta,correção
david,David,przyjdzie,virá
klappe,aba,próbuję,tentar
süß,doce,panem,Senhor.
herum,por aí,szpitala,hospital
finger,dedo,tędy,Por aqui
ehe,casado,daje,dá
rolle,Função,słyszałam,Eu ouvi
ließ,estava,myśl,pensamento
gleiche,mesmo,statek,enviar
monat,mês,miałaś,Você tinha
hochzeit,Casamento,najlepiej,melhor
max,Max,ludźmi,pessoas
führt,conduz,wracam,voltar
paris,Paris,pytania,questões
wach,acordado,wracać,Retorna
wozu,Pelo que,powód,razão
arm,pobre,zrobiłaś,você fez
geschrieben,escrito,kobietą,mulher
chef,patrão,prawdziwy,real
benutzen,usar,mogłam,eu poderia
informationen,em formação,seks,sexo
erledigt,feito,kolejny,Próximo
hoffentlich,esperançosamente,pasuje,ajuste
müsst,necessidade,jedzenie,Comida
fühlt,sente,nienawidzę,eu odeio
tanzen,dançar,przysięgam,juro
ansehen,Olhe para a,umrzeć,morrer
darfst,permitido,proste,simples
zuhause,Em casa,ulicy,rua
wunderbar,Maravilhoso,przyjacielem,amigo
hältst,segurar,czyż,é isso
reise,viagem,znalazł,encontrado
gewonnen,Ganhou,nigdzie,qualquer lugar
dame,Senhora,zostały,deixou
irgendwann,Às vezes,włosy,cabelo
chffffff,chffffff,ojcze,pai
alex,Alex,same,eles mesmos
steckt,conectado,twarzy,facial
jedenfalls,em qualquer caso,tysięcy,milhares
schreit,gritos,zamiar,intenção
tolle,surpreendente,ludziom,pessoas
rüber,sobre,przestać,Pare
tschüss,tchau,zadzwoń,chamar
nennt,é chamado,przyjaciele,Amigos
raum,quarto,mieszka,vidas
heiß,quente,pewny,certo
foto,foto,zabierz,levar
kalt,frio,kolację,jantares
paul,Paulo,wieści,notícia
irgendetwas,nada,stan,Estado
weile,enquanto,ziemię,terra
bisher,até aqui,powstrzymać,Pare
minute,minuto,żartujesz,você está brincando
unbedingt,necessariamente,nogi,pernas
zug,Comboio,kochasz,amar
sekunden,segundos,grać,Toque
wofür,para que,sądzie,quadra
erzähl,contar,uwielbiam,eu amo
nen,nen,każdej,cada
beweise,provas,osoba,pessoa
nahm,tomou,robił,ele fez
aller,todo,potrafię,Eu posso
freut,satisfeito,przyjaciółmi,amigos
seele,alma,dobrego,Boa
schießen,atirar,zrozumieć,Compreendo
müde,cansado,mogłeś,você poderia
dauert,dura,wyboru,seleção
magst,gostar,spokoju,Paz
harry,atormentar,piękne,bonito
brief,carta,y,s
gelernt,aprendido,fajnie,Boa
sucht,investigada,trudne,difícil
bekannt,conhecido,cel,objetivo
weitere,Adicional,james,James
unfall,acidente,biura,escritórios
dahin,então,henry,henry
kontrolle,ao controle,słyszę,Eu ouço
beispiel,exemplo,świetny,excelente
lady,Senhora,tygodni,semanas
dasselbe,a mesma coisa,przyjść,vir
herzen,coração,wolno,lento
schlagen,bater,żony,esposas
wütend,nervoso,mocno,firmemente
weise,sábio,znaczenia,significado
damen,Senhoras,uciec,escapar
darin,nisso,tyłu,muitos
gottes,Deus,żoną,esposa
holt,obter,widziałaś,você viu
fehlt,está desaparecido,and,e
vorsicht,Atenção,informacje,em formação
heiße,nome é,zapytać,perguntar
beweisen,provar,hey,ei
gehabt,tive,poszedł,perdido
zumindest,pelo menos,osoby,pessoas
vermisst,ausência de,młody,jovem
hübsch,bonito,musieli,Eles têm
kriegt,fica,obawiam,Estou com medo
verbindung,conexão,tacy,Essa
tief,profundo,otwórz,abrir
richtung,direção,bogu,Deus
lage,localização,gościa,convidado
sowieso,de qualquer forma,matką,mãe
kraft,força,odpowiedź,responder
normal,normal,niektórzy,alguns
lauf,corre,związek,relação
ehre,honra,centrum,Centro
stell,vício,pierwszym,primeiro
geschenk,Presente,pytań,questões
bar,Barra,szukam,eu estou olhando
tasche,Bolsa,jakbym,eu
gelesen,leitura,chwileczkę,um momento
gekauft,Comprou,tygodnie,semanas
wussten,sabia,zabiję,mate
gestohlen,roubado,samej,mesmo
hunger,fome,wreszcie,finalmente
leg,perna,m,m
lügen,deitado,policję,polícia
beziehung,relação,moglibyśmy,poderíamos
ben,ben,chodziło,estava
verschwunden,desaparecido,poszło,foi
steh,ficar,szczęśliwy,feliz
nächstes,Próximo,więzienia,prisões
gearbeitet,trabalhado,mnóstwo,muitos
preis,preço,chodźcie,Cannes
witz,Piada,wiedziała,Ele sabia
meinte,disse,pozwolę,eu deixo
liste,Lista,hotelu,hotel
geist,fantasma,żebyśmy,nós
neben,Próximo,stój,parada
gesucht,procurou,części,peças
firma,companhia,nieprawda,Não é verdade
süße,doce,reszta,resto
rücken,jogada,gry,jogos
schrecklich,terrível,uspokój,acalmar
letzter,último,kapitan,capitão
verliebt,apaixonado,lepsze,Melhor
öffnen,abrir,jedyną,só
redet,negociações,stoi,de pé
boot,barco,niesamowite,impressionante
seltsam,estranho,sensu,significado
versteckt,escondido,ból,dor
fürchte,temer,ślub,Casamento
verschwinde,desaparecer,duży,grande
erwischt,Apanhado,wojny,guerra
verkauft,vendido,dajcie,dar
tante,tia,resztę,o resto
erwarten,Espero,związku,Relação
pferd,cavalo,przyjaciela,amigo
wunder,maravilha,dostał,ele começa
sauer,nervoso,uważa,considerado
vermutlich,presumivelmente,list,carta
näher,mais próximo,wielka,imenso
major,principal,nową,novo
jung,jovem,następny,Próximo
majestät,majestade,rodziców,pais
aussehen,olhar,jakiego,o que
ans,ans,pewne,alguns
de,de,dobrą,OK
and,e,ktokolwiek,qualquer um
links,Deixou,martwić,preocupação
großes,excelente,sekund,segundos
welches,que,david,david
beschützen,proteger,łóżka,cama
geboren,nascermos,zobaczysz,você verá
erreichen,alcançar,górze,Montanha
punkt,Ponto,przyszłość,futuro
kindern,crianças,szukać,procurar
kirche,Igreja,ciekawe,interessante
verraten,trair,wasz,Sua
selber,ele mesmo,szansa,chance
befehl,comando,facetem,cara
colonel,coronel,dostałem,eu obtive
fährt,movimentos,ach,ah
zieht,atrai,cie,vocês
geburtstag,aniversário,prezent,Presente
haut,pele,dr.,dr.
wette,aposta,mocy,potência
reich,rico,peter,Pedro
sekunde,segundo,mary,esquife
fahre,andar de,walki,lutar
schwöre,jurar,jorku,York
geredet,falou,częścią,papel
james,James,zaczął,ele começou
madame,madame,dostaniesz,você vai ter
eigene,ter,kobietę,mulher
zeiten,vezes,mowy,Fala
traurig,Triste,tony,tony
anruf,Chamar,sytuacji,situações
nachrichten,notícia,jedynym,só
frieden,Paz,chronić,proteger
karte,mapa,ben,ben
güte,qualidade,jimmy,jimmy
euren,seu,światło,claro
diesmal,desta vez,zajmie,vontade
schade,uma pena,twoi,seu
persönlich,pessoalmente,los,alce
kriege,guerras,potrafi,posso
stirbt,morre,pomogę,ajuda
bleibe,ficar,zobaczę,Eu verei
verändert,mudado,szpitalu,hospital
sonne,sol,własne,ter
lieb,querido,skończy,fim
nämlich,nomeadamente,wysoki,alta
letztes,último,ofiary,vítimas
bekam,pegou,morderstwo,assassinato
ruft,chamadas,pójdzie,Irá
professor,professor,pomiędzy,entre
gericht,prato,małą,pequena
nase,nariz,szef,patrão
ewig,para sempre,uwaga,Cuidado
singen,cantar,pójdziesz,Você vai
bank,Banco,dna,gota
beschäftigt,empregado,obiad,jantar
computer,computador,jane,jane
yeah,sim,dowód,evidência
toten,mate,mogło,poderia
weihnachten,Natal,zdanie,frase
offensichtlich,obviamente,próbował,tentou
naja,Nós vamos,kobiet,mulheres
henry,henry,skończyć,fim
gefühle,emoções,coraz,e
fuß,pé,całej,o todo
show,mostrar,chcieli,Eles queriam
überraschung,surpresa,miesiąc,mês
geheimnis,segredo,nieco,pouco
fbi,fbi,system,sistema
kontakt,Contato,ruszać,jogada
gold,ouro,zamierzasz,Você está indo para
drogen,drogas,widzi,vê
regierung,governo,wybór,escolha
wein,Vinho,martwy,morto
kriegst,obter,lepszy,Melhor
ermordet,assassinado,jakbyś,se vocês
fotos,fotos,zjeść,comer
entfernt,um jeito,znalazłam,eu encontrei
geschlafen,dormisse,wokół,por aí
manche,alguns,dzieciak,criança
erledigen,cuide de,patrzeć,olhar
ran,correu,max,max
gegenüber,em frente de,wspaniałe,excelente
schlaf,dorme,usiądź,sentar-se
lust,luxúria,wierzysz,você acredita
wunderschön,bonito,historię,história
witzig,engraçado,zabije,mate
nick,usuario,słuchać,ouço
zerstört,destruído,jedyne,só
übrigens,a propósito,danny,danny
willen,interesse,siły,força
heim,casa,próbowałem,tentei
richtigen,direita,spoko,legal
deines,Sua,jedyny,só
namens,chamado,próbuje,tentar
zeigt,mostra,gotowe,finalizado
geliebt,amavam,usłyszeć,ouvir
gehören,pertencer,robotę,trabalho
brachte,trouxeram,staram,eu tento
herrn,Senhor,alex,alex
blick,visualizar,odpowiedzi,respostas
besuch,Visita,jedź,vai
schlechte,mau,zatrzymaj,Pare
bewegen,jogada,stara,velho
haare,cabelo,pamiętaj,lembrar
antworten,responder,komuś,alguém
präsident,Presidente,jeść,comer
sagtest,contou,wow,Uau
hoffnung,ter esperança,niezły,bom o bastante
stecken,grudar,byłby,seria
lebe,ao vivo,drugą,segundo
rechts,direita,pójdziemy,nós vamos
interessant,Interessante,miły,legais
entscheiden,decidir,milionów,milhões
miteinander,juntos,miesiące,meses
meint,meios,tyłek,bunda
liebst,amar,stylu,estilo
indem,fazendo,zbrodni,crime
bleibst,ficar,owszem,sim
kümmere,cuidar,uratować,Salve 
wohnen,ao vivo,wypadku,acidente
weder,nenhum,robicie,Você faz
möglichkeit,possibilidade,prosić,perguntar
kaputt,quebrado,duże,ampla
bekomme,obter,drugie,segundo
flugzeug,plano,interes,o negócio
vergangenheit,passado,telefonu,telefone
anderer,outro,ciąży,grávida
zweite,segundo,córkę,filha
armee,Exército,ostatniej,o último
jim,jim,wiedziałeś,você sabe
tee,chá,najwyraźniej,obviamente
entweder,ou,przejść,andar
weiss,Branco,ogień,fogo
don,vestir,sen,Sonhe
detective,detetive,jadę,Vou
aufhalten,Pare,pomyśl,ideia
stellt,fornece,celu,para
verspreche,promessa,więzieniu,prisão
überrascht,surpreso,powiedzieli,eles disseram
sauber,limpar,ależ,Oh
hau,hau,chłopaka,namorado
mark,marca,yeah,sim
schlag,soprar,spraw,faça acontecer
sheriff,xerife,oko,olho
untertitel,legenda,moc,potência
setzt,puts,pies,cão
frag,pergunta,jakimś,alguns
vaters,pai,pracujesz,trabalhando
nervös,nervoso,wejdź,Visita
gesellschaft,sociedade,brakuje,ausência de
verstecken,ocultar,paul,Paulo
schuldig,culpado,przyjęcie,adoção
hals,pescoço,rodziną,família
schützen,proteger,sprawdź,Verifica
besuchen,Visita,otworzyć,abrir
of,de,znajdziesz,Você encontrará
passen,ajuste,przyszedłem,eu vim
überleben,para sobreviver,dzieciaki,crianças
erhalten,receber,zdobyć,obter
teilen,dividir,wcześnie,cedo
gebäude,prédio,mówiłaś,você disse
schicksal,destino,mogłabym,eu poderia
zeichen,personagem,ostatnia,final
richter,juiz,wielkiego,excelente
besorgt,preocupado,harry,atormentar
küche,cozinha,użyć,usar
lief,correu,firmy,empresas
vergnügen,prazer,gorzej,pior
wüsste,conhecer,potrzeba,necessidade
volk,pessoas,wstawaj,levantar
lhr,LHR,informacji,em formação
herausfinden,descobrir,stamtąd,daí
königin,rainha,adres,Morada
soldaten,soldados,dosyć,o suficiente
feiern,celebrar,drinka,bebida
situation,situação,samą,o mesmo
lag,estava,jedyna,só
gelassen,calmamente,światła,claro
allerdings,De fato,głupie,boba
soweit,até aqui,wspaniały,magnífico
gefahren,perigos,biurze,escritório
verstand,entendimento,matkę,mãe
bord,prateleira,osobiście,pessoalmente
schönes,bonito,patrzcie,Olhar
jimmy,Jimmy,rodzaju,tipo de
billy,cassetete,psa,cão
angefangen,começado,zrobili,eles fizeram
lee,sotavento,pobliżu,Próximo
fühlst,sentir,spotkamy,vamos nos encontrar
bob,prumo,samochodzie,carro
mussten,tive,zasady,as regras
rat,Conselho,dole,o fundo
worauf,portanto,kolego,minha amiga
gebeten,Perguntou,myślą,acho
tony,tony,wyjaśnić,explicar
kamera,Câmera,piękny,bonito
achtung,Perigo,zespół,equipe
lieutenant,tenente,problemu,o problema
ganzes,inteira,boisz,você está com medo
schuhe,Sapato,śmieszne,engraçado
sarah,sarah,pierwszą,primeiro
glückwunsch,congratulação,atak,ataque
niemandem,ninguém,gratulacje,Parabéns
gibst,dar,buty,botas
statt,ao invés de,program,programa
übernehmen,levar,poproszę,Por favor
gegend,área,dziesięć,dez
wald,floresta,ładnie,legais
al,ai,pracował,ele trabalhou
la,la,wychodzi,Fora
nimmst,levar,szczęśliwa,feliz
danny,danny,pokażę,eu vou mostrar
erkennen,descobrir,puść,solte
glas,Copo,siedzieć,sentar
falsche,falso,mózgu,o cérebro
verantwortlich,responsável,laboratorium,laboratório
jesus,Jesus,codziennie,diariamente
stöhnt,gemidos,klucz,chave
herein,no,prowadzi,conduz
kleid,vestido,załatwić,obter
zerstören,destruir,tommy,tommy
jawohl,sim senhor,miłe,legais
london,Londres,it,isto
gegessen,comido,mieszkanie,plano
abendessen,jantar,wolę,eu prefiro
gesetz,lei,bycie,ser
gemeinsam,juntos,byśmy,nós
geholfen,ajudou,wiadomo,desconhecido
erster,primeiro,bezpieczeństwa,segurança
wohnt,vidas,zgadzam,eu concordo
schritt,degrau,pierwszej,primeiro
guck,pio,zostanę,ficar
nahe,Perto,pomyślałam,eu pensei
aussieht,visual,zdecydowanie,com certeza
beginnen,começar,słuchajcie,ouço
dachten,pensamento,zabiłeś,você matou
band,fita,zabrał,tomou
ungefähr,aproximadamente,siostry,irmãs
aufgabe,tarefa,woda,agua
neun,nove,nauczyć,aprender
furchtbar,horrível,siadaj,sentar-se
drinnen,dentro de casa,powiedzenia,Provérbios
zuvor,antes,uczucie,sentindo-me
charles,charles,znajdzie,achados
freue,olhar,chłopiec,Garoto
amerika,América,złapać,pegar
übrig,deixou,najlepszym,melhor
spur,acompanhar,zostawił,Ele saiu
falschen,falso,koło,círculo
sergeant,sargento,piwo,Cerveja
melden,Relatório,każda,cada
helfe,ajuda,przyszłości,futuro
werfen,lançar,siedem,Sete
bill,cobrar,wyszedł,saiu
haltet,acho,zamknąć,fechar
erinnert,lembrar,pozbyć,livrar-se de
hängt,trava,abyś,vocês
freude,alegria,tuż,próxima porta
ehemann,esposo,potrafisz,posso
erschossen,tomada,zniszczyć,destruir
verzeihen,perdoar,umarł,morreu
schwein,porco,budynku,prédio
uh,Uh,zajęty,ocupado
monster,monstro,statku,enviar
entschieden,decidido,ślady,vestígios
mission,missão,wolny,gratuitamente
verdammten,condenado,początek,começo
brauch,personalizadas,rodzinie,família
gewusst,conhecer,łóżku,cama
vorne,à frente,dowody,evidência
stopp,Pare,potrzebował,precisava
übel,mal,dziękujemy,obrigada
schlampe,cadela,podobno,supostamente
schöner,Mais bonito,naprawić,consertar
adresse,Morada,me,mim
unsinn,Absurdo,minuty,minutos
messer,faca,nick,usuario
gesund,saudável,córki,filhas
respekt,respeito,znajdź,achar
pro,Por,powoli,devagar
leisten,Proporcionar,przyznać,Admitem
davor,antes,wyjdzie,sair
richard,Richard,wielkim,excelente
bedeuten,significar,życiem,vida
ball,bola,książki,livros
mitnehmen,levar,świetna,excelente
gespielt,reproduziu,jedzenia,Comida
to,para,całego,inteira
schwierigkeiten,dificuldade,jaja,ovos
hälfte,metade,kawę,café
kannte,sabia,damy,Senhora
stehe,sou,zostaniesz,Você vai ficar
maria,Maria,lekarza,doutora
planeten,planeta,dala,um jeito
schwanger,grávida,wojna,guerra
gruppe,grupo,wielką,imenso
anna,Ann,pora,Tempo
verhaftet,preso,urodziny,aniversário
deal,lidar,odebrać,responda
seines,seu,kolejne,Próximo
irgendwelche,nenhum,martwi,preocupado
händen,mãos,badania,enquete
versteht,Entendido,król,Rei
drehen,rotate,mogłabyś,poderia
eis,gelo,stał,aço
danken,agradecer,wobec,para
erfolg,sucesso,zeszłym,último
zufrieden,satisfeito,straszne,Terrível
schließen,desligar,jakiej,que
besorgen,para obter,prawdziwa,verdade
wochenende,final de semana,ostrożnie,cuidadosamente
worüber,sobre o que,amy,amy
stimmen,esteja certo,wierzyć,acreditam
nehmt,levar,dane,dados
martin,martin,świetne,excelente
m,m,wysokość,altura
witze,brincadeira,znamy,nós sabemos
beine,pernas,innymi,outro
verbrechen,crime,pięknie,bonito
bericht,relatório,bob,fava
nachts,à noite,plany,planos
eurer,Sua,własną,ter
prinzessin,Princesa,musiałam,Eu precisei
schmerz,dor,ruch,movimento
klingelt,argolas,doskonale,perfeitamente
position,posição,druga,segundo
echte,real,niezła,mau
gleichen,igual,zginął,assassinado
fernsehen,assistir TV,zapomnieć,esquecer
wünsche,Desejos,chłopcze,Garoto
schließlich,no fim,steve,steve
gefangen,capturada,przede,primeiro
schätzchen,bebê,znak,placa
seh,seh,samolot,plano
schwierig,difícil,weekend,final de semana
angebot,oferta,znalazłeś,encontrado
nah,fechar,kuchni,a cozinha
jane,jane,zróbmy,vamos
gewartet,esperou,zwłaszcza,especialmente
kümmert,cuida,gości,convidados
ring,anel,billy,cassetete
rennen,corre,kawałek,peça
lied,música,przyszła,ela chegou
eier,ovos,chory,doente
welchen,que,przyjacielu,amigo
sorry,Desculpe,dziwnie,estranhamente
fantastisch,fantástico,twierdzi,argumenta
schaut,visual,słychać,ser ouvido
hielt,mantido,przygotować,preparar
falle,casos,chciałaś,você queria
drink,bebida,zaczynamy,nós começamos
